question,assumption,plausibility,veracity,evidence_source,evidence,evidence_source_link
,There are certain nutritional requirements that should be considered before introducing solid foods.,2,TRUE,Solid foods: How to get your baby started - Mayo Clinic ,"""Offer single-ingredient foods that contain no sugar or salt. Wait three to five days between each new food to see if your baby has a reaction, such as diarrhea, a rash or vomiting. After introducing single-ingredient foods, you can offer them in combination.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200
,There are recommended guidelines for introducing solid foods into my baby's diet.,5 (Very Plausible),TRUE,"When, What, and How to Introduce Solid Foods | Nutrition | CDC","""At first, it’s easier for your child to eat foods that are mashed, pureed, or strained and very smooth in texture. It can take time for your child to adjust to new food textures. Your child might cough, gag, or spit up. As your baby’s oral skills develop, thicker and lumpier foods can be introduced.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/foods-and-drinks/when-to-introduce-solid-foods.html#:
,There is a milestone that indicates when it is appropriate to start feeding my baby solid food.,4,TRUE,https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200 ,"""Can your baby hold his or her head in a steady, upright position?
Can your baby sit with support?
Is your baby mouthing his or her hands or toys?
Is your baby showing a desire for food by leaning forward and opening his or her mouth?""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200 
,The introduction of solid foods complements breastmilk or formula.,3,TRUE,https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200 ,"""Breast milk or formula is the only food your newborn needs. The American Academy of Pediatrics recommends exclusive breast-feeding for the first six months after birth. But by ages 4 months to 6 months, most babies are ready to begin eating solid foods as a complement to breast-feeding or formula-feeding.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/healthy-baby/art-20046200 
,Giving my baby other food too early may be dangerous.,5 (Very Plausible),TRUE,https://www.ucsfbenioffchildrens.org/education/faq-introducing-your-baby-to-solid-foods#1 ,"""Also, before 6 months of age, most infants have a reflex that causes them to push their tongue against a spoon, making it difficult for them to swallow solid food properly. Introducing solid foods before 5 to 6 months of age may also increase the baby's risk of developing food allergies and obesity.""",https://www.ucsfbenioffchildrens.org/education/faq-introducing-your-baby-to-solid-foods#1 
,Starting solid foods earlier may not necessarily help my baby sleep through the night.,3,TRUE,https://www.childrenshospital.org/alliance/practices/longwood-pediatrics/patient-education/nutrition/starting-baby-solid-food ,"""You should generally start solid foods between 4-6 months of age. Starting solids earlier than this will not cause your baby to sleep longer at night and may cause digestive problems.""",https://www.childrenshospital.org/alliance/practices/longwood-pediatrics/patient-education/nutrition/starting-baby-solid-food 
,My baby's nutritional needs change as they grow and develop.,4,TRUE,https://www.chla.org/sites/default/files/migrated/Chapter1_NutritionalNeeds.pdf ,"""Throughout the first year, many physiological
changes occur that allow infants to consume
foods of varying composition and texture.""",https://www.chla.org/sites/default/files/migrated/Chapter1_NutritionalNeeds.pdf 
,My baby may become more satisfied with solid foods and less interested in breast milk or formula.,2,TRUE,https://www.chrichmond.org/services/gastroenterology-and-nutrition/feeding/transitioning-from-breastfeeding-to-solids ,"""The most important thing is to be able to recognize the child's cues. As they begin to take more solid food and drink from the cup/bottle eventually they lose interest in being breastfed and their nutritional needs are being met in other ways.""",https://www.chrichmond.org/services/gastroenterology-and-nutrition/feeding/transitioning-from-breastfeeding-to-solids 
Why is my pelvis sore?,Pelvic soreness is a normal part of pregnancy.,5 (Very Plausible),TRUE,https://www.nhs.uk/pregnancy/related-conditions/common-symptoms/pelvic-pain/ ,"""Some women may develop pelvic pain in pregnancy. This is sometimes called pregnancy-related pelvic girdle pain (PGP) or symphysis pubis dysfunction (SPD).""",https://www.nhs.uk/pregnancy/related-conditions/common-symptoms/pelvic-pain/ 
,There may be a point at which pelvic pain during pregnancy becomes a cause for concern.,5 (Very Plausible),TRUE,Pelvic pain in pregnancy - NHS,"""If your pain is causing you considerable distress, then you should let your GP or midwife know. You may require additional treatment.""",https://www.nhs.uk/pregnancy/related-conditions/common-symptoms/pelvic-pain/
,There are physiological changes that occur in the pelvis during pregnancy.,3,TRUE,Pelvic alignment changes during the perinatal period - PMC,"""The results demonstrated that both the anterior and posterior width of the pelvis become significantly wider with pregnancy progress... The anterior pelvic tilt increases during pregnancy, and especially from 12 weeks to 36 weeks of pregnancy""","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6799872/#:~:text=The%20anterior%20width%20of%20the%20pelvis%20is%20not%20recovered%20at,decreases%201%20month%20after%20childbirth"
,"Pregnancy hormones, like relaxin, can contribute to pelvic discomfort.",3,TRUE,Pelvic alignment changes during the perinatal period - PMC,"""pregnancy-related hormones cause elasticity of the joints such as the sacroiliac joint, and this increases the possibility of distortion of alignment.""","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6799872/#:~:text=The%20anterior%20width%20of%20the%20pelvis%20is%20not%20recovered%20at,decreases%201%20month%20after%20childbirth"
,The pelvic structures undergo changes as the uterus grows.,3,TRUE,Pelvic alignment changes during the perinatal period - PMC,"""The pelvis tilts forward as pregnancy progresses.""","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6799872/#:~:text=The%20anterior%20width%20of%20the%20pelvis%20is%20not%20recovered%20at,decreases%201%20month%20after%20childbirth."
,The position of the baby in the womb may contribute to variations in pelvic pain intensity.,3,TRUE,Pelvic pain in pregnancy - NHS,"""It's not known exactly why pelvic pain affects some women, but it's thought to be linked to a number of issues, including previous damage to the pelvis, pelvic joints moving unevenly, and the weight or position of the baby.""",https://www.nhs.uk/pregnancy/related-conditions/common-symptoms/pelvic-pain/
When can my child stop using a booster seat?,Children eventually no longer need a booster seat.,5 (Very Plausible),TRUE,Child Passenger Safety | Features | Injury Center | CDC,"""Children no longer need to use a booster seat when the seat belt fits them properly. A seat belt fits properly when the lap belt is across the upper thighs (not the stomach) and the shoulder belt is across the center of the shoulder and chest (not across the neck or face, and not off the shoulder).""",https://www.cdc.gov/injury/features/child-passenger-safety/index.html
,There is a recommended age to transition a child out of a booster seat.,5 (Very Plausible),TRUE,Child Passenger Safety | Features | Injury Center | CDC,"""Proper seat belt fit usually occurs when children are between 9 and 12 years old... Seat belt fit can vary by vehicle, so check seat belt fit in all vehicles where the child will ride to make sure the child no longer needs to use a booster seat. Sometimes a child might need a booster seat in one vehicle but not in a different vehicle.""",https://www.cdc.gov/injury/features/child-passenger-safety/index.html
,There are age milestones for using a booster seat.,5 (Very Plausible),FALSE,Car Seat Recommendations for Children | NHTSA,"""Keep your child in a forward-facing car seat with a harness and tether until he or she reaches the top height or weight limit allowed by your car seat’s manufacturer.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
,There are legal requirements for transitioning a child out of a booster seat.,4,TRUE,Child Passenger Safety Laws By State,"""All states and territories require child safety seats for infants and children fitting specific criteria, but requirements vary based on age, weight and height. This happens in three stages: rear-facing; forward-facing (harnessed) seats; and booster seats.""","https://www.ghsa.org/state-laws/issues/child%20passenger%20safety#:~:text=All%20states%20and%20territories%20require,)%20seats%3B%20and%20booster%20seats."
,There are height and weight thresholds that a child should reach before transitioning out of a booster seat.,5 (Very Plausible),TRUE,Car Seat Recommendations for Children | NHTSA,"""Keep your child in a booster seat until he or she is big enough to fit in a seat belt properly. For a seat belt to fit properly the lap belt must lie snugly across the upper thighs, not the stomach. The shoulder belt should lie snug across the shoulder and chest and not cross the neck or face. Remember: your child should still ride in the back seat because it’s safer there.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
,There is a way to assess if a child is physically and behaviorally mature enough to no longer need a booster seat.,4,TRUE,Car seat safety: Avoid 9 common mistakes - Mayo Clinic,"""Most kids can safely use an adult seat belt sometime between ages 8 and 12. Here's how you'll know that your child is ready:
Your child reaches a height of 4 feet 9 inches. That's nearly 1.5 meters.
Your child sits against the back of the seat with their knees bent comfortably at the edge of the seat.
The lap belt lies low across your child's upper thighs — not the stomach. The shoulder belt rests on the middle of your child's chest and shoulder — not on the neck or face.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/car-seat-safety/art-20043939
,"Booster seats are not only for very young children, and older children may still need one.",3,TRUE,Car seat safety: Avoid 9 common mistakes - Mayo Clinic,"""Older children need booster seats to help an adult seat belt fit right. You can switch from a car seat to a booster seat when your child has topped the highest weight or height that the car seat maker allows. It's important to learn your state's booster seat laws, too. Different states have different laws about how old a child must be before they can stop using a booster seat. Don't forget, though: Your child is safest when they stay in a car seat with a harness for as long as possible.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/car-seat-safety/art-20043939
,"If a child complains about using a booster seat, it does not necessarily mean they are old enough to stop using it.",2,TRUE,"Car Seat & Booster Seat Safety, Ratings, Guidelines | NHTSA","""Keep your child in a booster seat until he or she is big enough to fit in a seat belt properly.""",https://www.nhtsa.gov/equipment/car-seats-and-booster-seats
,A child cannot transition directly to using a regular seatbelt once they outgrow their car seat.,3,TRUE,"Car Seat & Booster Seat Safety, Ratings, Guidelines | NHTSA",""" Once your child outgrows the forward-facing car seat with a harness, it’s time to travel in a booster seat, but still in the back seat.""",https://www.nhtsa.gov/equipment/car-seats-and-booster-seats
,"Just because a child is older than their friends who have stopped using booster seats, it does not mean they can also stop using one.",4,TRUE,Find the Right Car Seat | NHTSA,"""For their safety, many kids 8 to 12 years old still need to use a booster seat. Make sure they ride in a booster seat until they outgrow the size limits of their booster, or until they are big enough for an adult seat belt to fit them properly.""",https://www.nhtsa.gov/campaign/right-seat
What is the maximum weight I can carry while pregnant?,It is safe to carry things while pregnant up to a certain weight.,5 (Very Plausible),Unsure,Lifting and work restrictions during pregnancy: Talk it over with your doctor,"""Because the evidence isn’t conclusive, recommendations by obstetricians have been all over the place. A common recommendation is to not lift objects heavier than 20 pounds during pregnancy. But that fails to take into account the many different factors that may or may not impact the lift.""","https://utswmed.org/medblog/lifting-during-pregnancy/#:~:text=Because%20the%20evidence%20isn't,than%2020%20pounds%20during%20pregnancy."
,The amount of weight I carry can affect my pregnancy.,5 (Very Plausible),Unsure,"Physical Demands (lifting, standing, bending) - Reproductive Health | NIOSH | CDC","""""We don’t know what amount of heavy lifting, prolonged standing, or bending is safe for each pregnant woman. It depends partially on each woman’s health, physical fitness level, and stage of pregnancy. Talk to your doctor about what level of strenuous physical activity is appropriate for you.""",https://www.cdc.gov/niosh/topics/repro/physicaldemands.html
,I may not be able to lift the same amount of weight I did before I was pregnant without any concerns.,5 (Very Plausible),TRUE,Exercise During Pregnancy | ACOG,"""If you were very active before pregnancy, you can keep doing the same workouts with your ob-gyn’s approval. But if you start to lose weight, you may need to increase the number of calories that you eat.""",https://www.acog.org/womens-health/faqs/exercise-during-pregnancy
,It may be beneficial to avoid lifting anything heavy during pregnancy to be on the safe side.,4,FALSE,Exercise During Pregnancy | ACOG,"""If you are healthy and your pregnancy is normal, it is safe to continue or start regular physical activity.""",https://www.acog.org/womens-health/faqs/exercise-during-pregnancy
,Lifting heavy objects can potentially cause a miscarriage or harm the baby.,4,Unsure,3 exercises to avoid during pregnancy – and 7 that are safer,"""Exercise is important for women’s health, and particularly for healthy pregnancies. Although approximately one-third of all pregnancies result in miscarriage, these tragedies rarely have anything to do with the mother’s activities""",https://utswmed.org/medblog/exercises-avoid-pregnancy/
,There may be different weight limits for lifting and carrying during each trimester of pregnancy.,4,Unsure,Exercise during pregnancy | March of Dimes,"""Strength training. Strength training can help you build muscle and make your bones strong. It’s safe to work out with weights as long as they’re not too heavy. Ask your provider about how much you can lift.""",https://www.marchofdimes.org/find-support/topics/pregnancy/exercise-during-pregnancy
,There may be different recommendations for exercise and weightlifting routines during pregnancy.,4,TRUE,Physical Activity and Exercise During Pregnancy and the Postpartum Period | ACOG,"""Physical activity and exercise in pregnancy are associated with minimal risks and have been shown to benefit most women, although some modification to exercise routines may be necessary because of normal anatomic and physiologic changes and fetal requirements.""",https://www.acog.org/clinical/clinical-guidance/committee-opinion/articles/2020/04/physical-activity-and-exercise-during-pregnancy-and-the-postpartum-period
,There may be recommended techniques for lifting and carrying to reduce the risk of injury during pregnancy.,3,TRUE,Proper lifting during pregnancy - Mayo Clinic,"""To lift correctly, bend at the knees — not at the waist. Keep the back as straight as possible. Use the leg muscles to stand, keeping the object close to the body.""",https://www.mayoclinic.org/healthy-lifestyle/pregnancy-week-by-week/multimedia/proper-lifting-during-pregnancy/img-20006250
,There may be health implications of lifting heavy weight while pregnant.,4,Unsure,Working during pregnancy: Do's and don'ts - Mayo Clinic,"""Certain working conditions might increase the risk of complications during pregnancy — especially for those at high risk of preterm labor. Those working conditions include:
Exposure to harmful substances
Prolonged standing
Heavy lifting, climbing or carrying""",https://www.mayoclinic.org/healthy-lifestyle/pregnancy-week-by-week/in-depth/pregnancy/art-20047441
When can my baby face front in a car?,It is considered safe for a baby to face forward in their car seat at a certain age.,5 (Very Plausible),TRUE,Car Seat Recommendations for Children | NHTSA,"""Your child should remain in a rear-facing car seat until he or she reaches the top height or weight limit allowed by your car seat’s manufacturer. Once your child outgrows the rear-facing car seat, your child is ready to travel in a forwardfacing car seat with a harness and tether.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
,There may be specific weight and height requirements for turning the baby's car seat to face forward.,5 (Very Plausible),TRUE,Car seat safety: Avoid 9 common mistakes - Mayo Clinic,"""But riding rear facing for as long as possible is the safest option. It's suggested until a child reaches the highest weight or height allowed by the car seat maker.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/car-seat-safety/art-20043939
,Car seat manufacturers provide guidelines regarding when a baby can face forward.,5 (Very Plausible),TRUE,Car Seat Recommendations for Children | NHTSA,"""Your child should remain in a rear-facing car seat until he or she reaches the top height or weight limit allowed by your car seat’s manufacturer.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
,There may be developmental milestones to consider before turning a baby's car seat to face forward.,4,FALSE,Car Seat Recommendations for Children | NHTSA,"""1 - 3 Years
Keep your child rear-facing as long as possible. It’s the best way to keep him or her safe. Your child should remain in a rear-facing car seat until he or she reaches the top height or weight limit allowed by your car seat’s manufacturer. Once your child outgrows the rear-facing car seat, your child is ready to travel in a forwardfacing car seat with a harness and tether.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
,There may be potential risks associated with turning a baby's car seat to face forward too early.,5 (Very Plausible),TRUE,https://health.clevelandclinic.org/parents-keep-kids-in-rear-facing-car-seats-beyond-age-2-and-as-long-as-possible ,"""Purva Grover, MD, Director of Cleveland Clinic Children’s Pediatric Emergency Departments, says a child in a rear-facing seat has less risk for serious (or fatal) injury if involved in a crash.""",https://health.clevelandclinic.org/parents-keep-kids-in-rear-facing-car-seats-beyond-age-2-and-as-long-as-possible 
,The type of vehicle may influence when a baby's car seat can be faced forward.,3,FALSE,"Car Seat & Booster Seat Safety, Ratings, Guidelines | NHTSA","""Not all car seats fit in all vehicles. Make sure the car seat is the right fit for your vehicle""","https://www.nhtsa.gov/equipment/car-seats-and-booster-seats#:~:text=Not%20all%20car%20seats%20fit,and%20used%20correctly%20every%20time."
,Turning the baby forward-facing is a milestone in their development.,3,FALSE,Developmental milestones for baby | March of Dimes,"""Major achievements—called developmental milestones—include rolling over, sitting up, standing and possibly walking.""",https://www.marchofdimes.org/find-support/topics/parenthood/developmental-milestones-baby
,Car seats are supposed to change as the baby grows.,3,TRUE,"Car Seat & Booster Seat Safety, Ratings, Guidelines | NHTSA","""Infant-only seats can only be used rear-facing.
Convertible and all-in-one car seats typically have higher height and weight limits for the rear-facing position, allowing you to keep your child rear-facing for a longer period of time.""",https://www.nhtsa.gov/equipment/car-seats-and-booster-seats#find-the-right-car-seat-car-seat-recommendations
,The baby may enjoy the car ride more if they can see the front.,2,FALSE,Car seat safety: Avoid 9 common mistakes - Mayo Clinic,"""Parents often want to see their child's face in the rearview mirror. That means they might want to turn the car seat forward facing before it's recommended. But riding rear facing for as long as possible is the safest option.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/car-seat-safety/art-20043939
,All babies should face forward after a certain age.,4,FALSE,Car seat safety: Avoid 9 common mistakes - Mayo Clinic,"""When your child reaches the weight or height limit of the convertible seat, you can face the seat forward.""",https://www.mayoclinic.org/healthy-lifestyle/infant-and-toddler-health/in-depth/car-seat-safety/art-20043939
,It may be safer for the baby to face forward once they can sit up on their own.,2,FALSE,Car Seat Safety By Age: Toddlers in Forward-facing Seats | Children's Hospital of Philadelphia,"""Safety experts recommend children stay rear facing until they reach the maximum height or weight allowed by the car seat.""",https://www.chop.edu/video/car-seat-safety-age-toddlers-forward-facing-seats
,"Once the baby outgrows their infant car seat, they should face forward.",3,FALSE,Car Seat Recommendations for Children | NHTSA,"""Infant-only seats can only be used rear-facing.
Convertible and All-in-One car seats typically have higher height and weight limits for the rear-facing position, allowing you to keep your child rear-facing for a longer period of time.""",https://www.nhtsa.gov/sites/nhtsa.gov/files/documents/carseat-recommendations-for-children-by-age-size.pdf
How long before my breast milk supply comes in?,Colostrum production typically begins during pregnancy.,3,TRUE,"Anatomy, Colostrum - StatPearls - NCBI Bookshelf","""Colostrum is a thick, yellowish-white fluid which can be expressed from the breast by the third trimester.""",https://www.ncbi.nlm.nih.gov/books/NBK513256/#:
,There are factors that contribute to the start of milk production.,3,TRUE,Lactation (Human Milk Production): How it Works,"""Lactation is a biological, hormonal response that occurs during and after pregnancy to feed a newborn baby. Your body triggers specific hormones to initiate milk production and ejection (releasing of milk).""",https://my.clevelandclinic.org/health/body/22201-lactation
,Milk production begins at a specific stage of pregnancy.,5 (Very Plausible),TRUE,"Anatomy, Colostrum - StatPearls - NCBI Bookshelf","""Alveolar cells of the breast begin to secrete colostrum in the twelfth to sixteenth week of pregnancy. This is called lactogenesis I.""",https://www.ncbi.nlm.nih.gov/books/NBK513256/#:
,The onset of milk production may vary based on certain health statuses of mothers.,3,TRUE,Low Milk Production - Health Encyclopedia - University of Rochester Medical Center,"""Some of the conditions linked to a delay in your milk coming in may also have an ongoing effect on milk production, including:
Conditions from a baby's delivery, such as having a caesarean section, premature birth, stress during birth, and certain medicines
Excessive bleeding (severe postpartum hemorrhage)
Some pieces of the placenta stay in the nursing parent's body (retained placental fragments)
Thyroid conditions, polycystic ovarian syndrome, diabetes, or obesity
Past breast surgery that cut some of the nerves, milk-making tissue, or milk ducts
Not enough glandular breast tissue""",https://www.urmc.rochester.edu/encyclopedia/content.aspx?contenttypeid=90&contentid=P02888
,There may be certain foods and/or medications that can influence the onset of milk production.,3,Unsure,Lactation (Human Milk Production): How it Works,"""Couples or families who wish to induce lactation, maybe because of adoption, surrogacy or other reasons, can try hormone therapy. Induced lactation means you’re creating a milk supply without being pregnant. It’s a process that involves taking estrogen and progesterone for several months to make your body believe it’s pregnant. This helps prepare your breasts for lactation. Some medications and herbs are believed to help establish a milk supply, too.""",https://my.clevelandclinic.org/health/body/22201-lactation
,Breast milk does not necessarily come in immediately after giving birth.,5 (Very Plausible),TRUE,What to Expect While Breastfeeding | Nutrition | CDC,"""For most mothers, this thinner, whiter form of milk comes in by about 3 days after birth, but may take longer for first-time moms.""",https://www.cdc.gov/nutrition/infantandtoddlernutrition/breastfeeding/what-to-expect.html
,Feeling full does not necessarily mean that milk has come in.,4,FALSE,Timing of breastfeeding Information | Mount Sinai - New York,"""It's normal during the first week after a baby is born for a mother's breast to become heavy, and tender, and full as the milk is coming in. And even before that as the blood flow is expanding and the lymph flow is expanding to allow the milk to come in.""",https://www.mountsinai.org/health-library/selfcare-instructions/timing-of-breastfeeding
,Breast size does not determine milk production capacity.,4,TRUE,Breastmilk Production | Sutter Health,"""Breastfeeding success has nothing to do with the size of your breasts or nipples.""",https://www.sutterhealth.org/health/breastfeeding/milk-production
,Not leaking milk does not mean that milk supply is low.,3,TRUE,Leaking breasts | Australian Breastfeeding Association,"""Leaking usually stops or eases as your baby gets older. For some mums, it continues to be a sign of their let-down reflex. But some mums don’t leak much at all. If your breasts don’t leak, it doesn’t mean they aren't working.""","https://www.breastfeeding.asn.au/resources/leaking-breasts#:~:text=Leaking%20usually%20stops%20or%20eases,mean%20they%20aren't%20working."
,Supplementing with formula may not be necessary until milk comes in.,4,TRUE,Timing of breastfeeding Information | Mount Sinai - New York,"""Resist supplementing your baby's diet with formula feedings for the first 4 to 6 weeks.
Your body will respond to your baby and make enough milk.
When you supplement with formula and nurse less, your body does not know to increase your milk supply.""",https://www.mountsinai.org/health-library/selfcare-instructions/timing-of-breastfeeding
What is a good way for my child to express feelings?,Children should express their feelings openly and directly.,5 (Very Plausible),TRUE,Teaching Your Child to Identify and Express Emotions,"""It should always be OK to say what we are feeling. It’s how we choose to show our feelings and respond to them that requires special effort.""",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
,There is a 'right' or 'normal' way for a child to express feelings.,4,FALSE,Help young children identify and express emotions - MSU Extension,"""Young children have a hard time identifying how they are feeling and how to appropriately express these feelings. Many times young children will bite or hit out of frustration or have a hard time calming down after they have had an exciting day.""",https://www.canr.msu.edu/news/help_young_children_identify_and_express_emotions
,Expressing feelings is not limited to verbal communication.,3,TRUE,"Children Facial Expression Production: Influence of Age, Gender, Emotion Subtype, Elicitation Condition and Culture - PMC","""The production of facial expressions (FEs) is an important skill that allows children to share and adapt emotions with their relatives and peers during social interactions.""",https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5894457/
,Children should not suppress their emotions.,5 (Very Plausible),TRUE,Six ways to respond to your kids’ big feelings | School of Social Ecology,"""... you can help your child elaborate upon the expression of their emotions. Typically, when we have emotions, simply saying the name of the emotion isn’t enough for children to feel like they have fully expressed the emotion... Children are less likely to use lengthy narrative and metaphors to express their feelings, but they may be able to elaborate some on their feelings when you ask questions to prompt them.""",https://socialecology.uci.edu/news/six-ways-respond-your-kids-big-feelings
,Expressing anger may be considered unhealthy or inappropriate.,3,FALSE,Helping Children Understand and Manage Anger | USU,"""Anger is often viewed as a negative expression of emotions, but can actually be helpful in certain situations. Feelings of anger can serve as a warning sign that an issue needs to be addressed.""",https://extension.usu.edu/relationships/research/helping-children-understand-and-manage-anger
,Emotional expression is a learned behavior.,4,TRUE,Teaching Your Child to Identify and Express Emotions,"""It is up to adults to teach children to understand and deal with their emotions in appropriate ways.""",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
,There are activities or games that can help a child appropriately express their emotions.,3,TRUE,Teaching Your Child to Identify and Express Emotions,"""Play Make a Face with your child. You start the game by saying, “I am going to make a face, guess what I am feeling by looking at my face.” Then, make a happy or sad face. When your child guesses the feeling word, respond by saying, “That’s
right! Do you know what makes me feel that way?” Follow by describing something simple that makes you have that feeling (e.g., “Going to the park makes me happy.” “I feel sad when it rains and we can’t go to the park.”)... Play “Mirror, Mirror…what do I see?” with your child. Using a hand mirror or a mirror on the wall, play this game with your child. Look in the mirror and say “Mirror, mirror,
what do I see?” Then make an emotion face. Follow by naming the emotion by saying, “I see a sad Mommy looking at me.” Turn to your child and say “your turn.” ",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
,There are age-appropriate books or stories that can help a child understand and express their emotions healthily.,3,TRUE,Teaching Your Child to Identify and Express Emotions,"""You can use children’s books to talk about feelings. For example, ask your child when reading a book, “What is (character in book) feeling right now? How do you know? Have you ever felt that way? What do you do when you feel that way?”",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
,There may be certain signals or cues that indicate a child may be struggling to express their emotions.,4,TRUE,Teaching Your Child to Identify and Express Emotions,"""Sometimes children express their emotions in ways that are problematic. Your child might cry when frustrated or throw toys when angry.""",http://csefel.vanderbilt.edu/documents/teaching_emotions.pdf
