question,metadata,answer,sources
What are good ways to deal with stress of a newborn baby?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-04-11 19:47:05.427985+00:00', 'id': 'qa_pairs/vwrPHT7qgYcWFaJEAZ6o'}","Having a newborn is a life changing endeavor and with all change comes stress.  The first thing you can do is ask for help with daily activities that need to be done, but require energy and time you might not have at the moment.  Have your friends, or family help with laundry, dishes, and meals in the postpartum period.  Going outside for a change of scenery is not only good for your mental health, but good for baby as well.  A short walk daily can reset your mood even briefly.  Finding other parents who have newborns is also very helpful.  New parents groups are plentiful.  Postpartum doulas, midwives, lactation consultants, and pediatricians often know where the groups are held and are very happy to give you the information","https://www.postpartum.net/get-help/family/, https://www.cope.org.au/new-parents/emotional-health-new-parents/managing-stress/"
What is a normal amount of fatigue for the third trimester?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-02-19 18:19:18.223647+00:00', 'id': 'qa_pairs/2XDpZP2snlbiFoOz9ELu'}","Fatigue in the third trimester is common.  However, fatigue that interferes with your daily life and leaves you unable to accomplish activities that require little exertion is something that should be brought up with your midwife or obstetrician. If you do not feel rested after a nap, are eating well and are hydrated, make sure that your care provider is aware.  This amount of fatigue can be a sign of gestational diabetes, anemia or other complications",", https://www.emedicinehealth.com/is_extreme_fatigue_normal_in_the_third_trimester/article_em.htm"
How long does the baby have sensitive skin?,"{'author_id': 'nbKQFwfg8HZd2UaSRY2VrWqjRk93', 'timestamp': '2023-03-21 14:08:57.326709+00:00', 'id': 'qa_pairs/Me7h5qrTUGSDcoyhC2LO'}","Newborn skin is ever evolving and changing.  For the first two years, infant and toddler skin is not fully formed and therefore is not as strong of a barrier of protection as it is in adults.  It is important to bathe baby gently, avoiding harsh chemicals and soaps, and keep them moisturized during the first two years while this barrier is being formed. ","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4593874/,  https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8880311/"
can I sleep during NST?,"{'author_id': 'zyvJwOwwJyg7sM19hoj9I9HQ74e2', 'timestamp': '2023-02-02 10:17:27.665166+00:00', 'id': 'qa_pairs/kkQSW5DmffEQqrUECpwi'}","It is important that you are awake for the non-stress test because you will need to press a buzzer or let the technician know when you feel the baby move. If baby is not active, you will also need to be involved to help get baby to become active. Eating a meal before the test and bringing snacks and a cold drink can help the baby to move.  ",https://www.urmc.rochester.edu/encyclopedia/content.aspx?contenttypeid=90&contentid=P02478
Is it okay to lay on back for short periods of time?,"{'author_id': 'zyvJwOwwJyg7sM19hoj9I9HQ74e2', 'timestamp': '2023-01-28 10:47:22.592068+00:00', 'id': 'qa_pairs/PGVFadhAqMP9P6P5aSiF'}","Laying on your back for brief periods of time during pregnancy is generally safe, but recommendations from the American College of Obstetrics and Gynecology encourage all pregnant people to sleep on their side.  Sleeping on your back during your second and third trimester can put pressure on a major blood vessel which can slow blood flow to the baby and make you dizzy.","https://www.acog.org/womens-health/experts-and-stories/ask-acog/can-i-sleep-on-my-back-when-im-pregnant , https://www.acog.org/womens-health/experts-and-stories/the-latest/the-top-6-pregnancy-questions-i-hear-from-first-time-moms "
Does breast feeding help lose weight?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-01-21 12:33:31.547833+00:00', 'id': 'qa_pairs/ows7V3fMHfBEewXM6hag'}","Breastfeeding on demand burns roughly 500 calories a day, but it does not necessarily help with weight loss due to increased appetite during nursing. Studies have shown marginal effects, but these are merely correlations and not direct links.  It is more important to focus on eating healthy foods and being active for weight loss postpartum and allowing the body to heal.  It took 9 months to put the weight on.  It is ok if it takes time for it to come off.","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4312189/ , https://www.hopkinsmedicine.org/health/wellness-and-prevention/5-breastfeeding-diet-myths "
What is the most recommended way to cut my baby's nails?,"{'author_id': 'AEd3HmAgg0Vp4Bj4NjgsMEuWC2h1', 'timestamp': '2023-01-24 12:31:50.982058+00:00', 'id': 'qa_pairs/V4i5FItmxA9e3lElfeI8'}","The best way to cut baby's nails is to wait until they are asleep.  Pushing down the fingertip skin will allow you to get under the nail on both sides and avoid trimming their skin on accident.  If there are any sharp edges, you can file them gently with an emery board. ",https://www.healthychildren.org/English/ages-stages/baby/bathing-skin-care/Pages/Nails-Nails-Everywhere.aspx
How much calcium is needed in the second trimester?,"{'author_id': 'oxOOrt2CHOXCIRLBMH7a5tx9kWI3', 'timestamp': '2023-11-13 21:09:02.435359+00:00', 'id': 'qa_pairs/0CsOhOqRnXD5ZASM4ADx'}","You will generally need between 1,000-1,300 mg of calcium during pregnancy.  Milk and other dairy products, as well as broccoli, fortified foods, sardines and dark leafy greens are all good sources of calcium.  If you are having difficulty with nutrition, talk to your midwife or obstetrician. Supplements are available if needed. ",https://www.acog.org/womens-health/faqs/nutrition-during-pregnancy
Is my baby having nightmares?,"{'author_id': 'AEd3HmAgg0Vp4Bj4NjgsMEuWC2h1', 'timestamp': '2023-01-20 13:56:24.789253+00:00', 'id': 'qa_pairs/Ik1WclPBjvsWFyLV3Hv9'}","It is common for babies to cry out in the middle of the night.  Typical reasons include hunger or discomfort, but one cause is what pediatricians refer to as confusional arousal.  This is when a baby might cry or look frightened but be completely asleep, calling out with a cry as they move between sleep cycles.  This is nothing to worry about and is not a nightmare.  "," https://health.clevelandclinic.org/nightmares-in-children , https://www.babysleep.com/sleep-advice/do-babies-have-nightmares/ "
What is a good home remedy for stuffy nose ?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-01-21 12:32:28.061567+00:00', 'id': 'qa_pairs/z5dfeBMfLxAjeOlvDALs'}","You can use saline and a bulb syringe to gently clear the nasal passages if your baby is stuffy. After placing 2 drops of saline into the nostril, squeeze the bulb syringe to expel air. Insert the tip into the nostril (1/4 inch in), block the other nostril, and release the bulb. Mucus will be suctioned into the bulb. Empty the bulb by squeezing it rapidly into a tissue. Repeat on the other side. You can do this as often as you need, but try not to be too aggressive as the nasal passages are small and can become easily inflamed making stuffiness worse. Remember to always clean your bulb syringe with soap and hot water. Cold mist humidifiers and keeping a higher humidity in your home can help as well. ",https://www.mayoclinic.org/diseases-conditions/common-cold-in-babies/diagnosis-treatment/drc-20351657?p=1
Is breast feeding or formula better?,"{'author_id': 'x97pqM9UltaNCFAPrF5yg1W5weA2', 'timestamp': '2023-11-16 17:31:57.111244+00:00', 'id': 'qa_pairs/c6SrasK9KKMfw22zwllU'}","Experts agree that human milk is a better nutritional choice for infants.  Nutrients in human milk are better absorbed and human milk is a living substance, changing on a daily basis to meet the nutritional and immunological needs of the infant.  This being said, the feeding choice that is right for each family is personal and the best choice is the one that meets the infants nutritional needs and allows the parents to bond and enjoy their newborn.","https://www.hopkinsmedicine.org/health/conditions-and-diseases/breastfeeding-your-baby/breast-milk-is-the-best-milk , https://www.ncbi.nlm.nih.gov/books/NBK215837/"
How long should I pump breast milk for?,"{'author_id': 'M9NYZtjxOqcSoB4YilfYVpISR8u1', 'timestamp': '2023-11-16 11:05:53.930809+00:00', 'id': 'qa_pairs/xqL6PMZ2e9OwRbcnLwH6'}","If you are separated from your newborn for any reason, it is important that you pump at least every two to three hours for 15-20 minutes to try and mimic the physiologically normal rhythm of infant feeding.  Even if you are not getting any milk out at the 10 minute mark, continuing for 15 to 20 minutes will allow your brain to get the signal that more milk is needed. ",https://www.cincinnatichildrens.org/health/b/breast-milk-expression
What vaccines are given at 6 months?,"{'author_id': 'lF7bc6PaQGO7EBz9mIjyMtZdR4A2', 'timestamp': '2023-02-14 07:21:25.984963+00:00', 'id': 'qa_pairs/IPsyld9VvBIw9CKZg0tG'}","What vaccines are given at the 6 month appointment will depend on whether your child is following the standard immunization schedule. If they are on schedule, they will receive the following: 1st dose of Flu, 2nd dose of DTap (Diphtheria, tetanus, and acellular pertussis), and 3rd doses of Hib (Haemophilus Influenzae Type B), Polio, PCV (Pneumococcal conjugate vaccine), Rotavirus, Hepatitis B.",https://publications.aap.org/redbook/pages/Immunization-Schedules
How can my partner help with labor pain?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-03-07 12:23:48.553828+00:00', 'id': 'qa_pairs/OnQFncY2brAOTuLtXwhF'}","It is best to talk about what you would like during labor and delivery before the first day.  Making a birth plan together can give your partner a guide to go by so they can advocate for you during labor.  On the big day, your partner can help you with your relaxation techniques including deep breathing, help you into different positions to help ease the intense sensations of labor, and apply pressure or massage your lower back when asked.  A labor doula is also a wonderful idea.  A labor doula is a skilled birth partner that can do these things for you so your partner can focus on you emotionally. ",https://nationalpartnership.org/childbirthconnection/giving-birth/labor-support/basics/
Can you get post traumatic stress from labor?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-03-22 18:23:22.553419+00:00', 'id': 'qa_pairs/boTvV3LsHXfhQ2JjpycR'}","Yes, PTSD from a traumatic labor experience is a real and distressing mental health concern in the postpartum period.  It is more common after a physically traumatic delivery or one is which emotionally scarring (feeling powerless, coerced, or scared with no reassurance).  Symptoms include intrusive thoughts of the event, anxiety or panic attacks, heightened arousal (difficulty sleeping, irritability, and overactive startle response), and feelings of detachment.  This condition is treatable with help from a therapist or mental health counselor.  Medication can also help depending on specific symptoms.  A vast majority of mental health medications are compatible with breastfeeding. ",https://www.postpartum.net/learn-more/postpartum-post-traumatic-stress-disorder/
At what age do babies learn to control their arms?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-04-24 19:30:08.923701+00:00', 'id': 'qa_pairs/zN2JQ8TTUPVWswy4ONqx'}","Infants typically begin to control their arms when their primitive reflexes start to fade.  These are the reflexes that babies are born with.  When these integrate, babies start to have control over their bodies.  Generally, we would expect an infant to have control over their arms starting at roughly 4 months of age.  Premature infants will take longer, but should have control by 6 months.","https://www.healthychildren.org/English/ages-stages/baby/Pages/Movement-Birth-to-Three-Months.aspx , https://www.chrichmond.org/services/therapy-services/developmental-milestones/gross-motor-skills-birth-to-5-years "
How long before my baby can sit up on her own?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-03-07 22:15:51.013303+00:00', 'id': 'qa_pairs/Ao44TmyV7oqqnEE57nlX'}","Fully sitting up on one's own takes time.  Starting at 4-6 months infants will generally start to tripod-sit, or sitting up while propped on their hands.  As time goes on, they will work towards moving their hands for brief periods and sitting independently.  In a full term infant with no developmental delays, it is expected that they will sit independently by 9 months of age. ",https://publications.aap.org/pediatrics/article/131/6/e2016/31072/Motor-Delays-Early-Identification-and-Evaluation
What makes a childcare center a good fit for my family?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-02-23 09:11:41.866406+00:00', 'id': 'qa_pairs/gjvu8MOYjbBndjh3Qgw0'}","After you make sure that the center is following the legal requirements of your state or territory as far as staffing and safety and is reputable, you can make a list of requirements.  After making a list of centers you are interested in, figure out a budget for care and check them with the tuition schedules listed on each centers website.  Once you narrow it down by cost, check on availability. Many care centers have waiting lists.  If cost is in line and there is availability, you will want to make sure that they have the hours you need, hopefully without additional costs.  At this point, you will want to make sure that the centers philosophies on early education, discipline, soothing and feeding are in line with your family's philosophies.  Taking a tour is imperative.  If you feel comfortable with the setting, questions about how the center handles illness, what their daily schedule is like and how they involve the parents in their care can help you find a good fit.  A direct referral from a trusted friend or family member is an excellent start. ",https://childcare.gov/consumer-education/choosing-quality-child-care-tip-sheets 
How long do growth spurts last?,"{'author_id': 'ImGEs6t6xFSHhLjSRbYmJyyjemN2', 'timestamp': '2023-04-12 06:11:19.591005+00:00', 'id': 'qa_pairs/BGQ5dkXXvYMW1j3Slt8s'}","Typical growth spurts in infants last for a few days, up to a week.  Signs of a growth spurt include: increase in appetite, fussiness, and changes in sleep patterns.  Infants tend to go through growth spurts every 2 weeks for the first 3 months and then monthly for the first year.   ","https://my.clevelandclinic.org/health/diseases/22070-growth-spurts  , https://www.aap.org/en/patient-care/newborn-and-infant-nutrition/newborn-and-infant-nutrition-assessment-tools/incremental-growth-charts-for-newborns-and-infants/ "
How to get my baby to crawl?,"{'author_id': 'AEd3HmAgg0Vp4Bj4NjgsMEuWC2h1', 'timestamp': '2023-01-23 17:54:12.705366+00:00', 'id': 'qa_pairs/eUr1MmsLjqNFFKAz3MkJ'}","Tummy time is the first step to encouraging your baby to crawl.  Starting at birth, you can do tummy time daily with your infant.  As they get older, you can encourage movement by having them reach for toys while in tummy time.  Once they are on hands and knees, making a safe obstacle course with pillows can encourage them to push off and go.  Always baby-proof your space and provide a safe landing for baby and let milestones come naturally.  Pushing them can slow them down. ",https://www.zerotothree.org/resource/steps-toward-crawling/
Peeing more frequently is an indication for lightening?,"{'author_id': 'V88m8gxhi4aKTeNfKnw8fd1w0n53', 'timestamp': '2023-04-15 23:11:02.123309+00:00', 'id': 'qa_pairs/cZCNc73Rry0bzFnVv2VR'}","Lightening, or the baby ""dropping"", refers to the phenomenon in the third trimester where the baby starts to settle into the pelvis to prepare for birth.  Due to more pressure on the bladder, peeing more frequently is often a sign that baby has dropped.  Other signs include an easier time breathing as baby moves out of your ribs, less heartburn and increased pressure on your pelvic floor. ","https://www.acog.org/womens-health/faqs/how-to-tell-when-labor-begins , https://www.mayoclinic.org/healthy-lifestyle/labor-and-delivery/in-depth/signs-of-labor/art-20046184 "
Is swollen feet a sign of preeclampsia or just a sign for last trimester?,"{'author_id': 'nbKQFwfg8HZd2UaSRY2VrWqjRk93', 'timestamp': '2023-02-12 13:05:38.372710+00:00', 'id': 'qa_pairs/U5aX52JYe7Y55YpFwSUj'}","Swollen feet are common in the third trimester.  If the swelling occurs after being on your feet for a long period of time and decreases when you rest and drink fluids, this is within normal limits.  If, however, the swelling is sudden, severe, includes your hands and face, and especially if you are experiencing tingling or numbness, call your midwife or obstetrician.  These are signs of preeclampsia.  If you are experiencing these symptoms along with a headache, nausea, vomiting or abdominal pain, call your care provider immediately.  They will likely want you to be seen in the office or they will have you head to the emergency department if it is after hours. ","https://www.mayoclinic.org/healthy-lifestyle/pregnancy-week-by-week/expert-answers/swelling-during-pregnancy/faq-20058467, 
https://www.preeclampsia.org/signs-and-symptoms"
How to manage clogged milk ducts?,"{'author_id': '84ka1SZgxahTsy8lyty9TUPkJ5k1', 'timestamp': '2023-01-29 23:34:33.755630+00:00', 'id': 'qa_pairs/55q3gnt57osH3oRdf52b'}","Clogged milk ducts happen when inflammation is so great that milk cannot pass freely and the breasts cannot be drained.  The best preventative measure for clogged ducts is to feed early and often (at least every 2 to 3 hours from beginning of feed to beginning of feed in the first month) for at least 15-20 minutes per side.  If you are experiencing a tender lump or hard area on your breast, working on decreasing inflammation will allow the milk to release. Nursing or hand expressing instead of pumping with an electric pump is preferred as a pump can pull more lymph fluid into the breast, further exacerbating inflammation.  Very gentle massage, including lymphatic massage, during feeding sessions and ice for 15 minutes after each feed can help.  Heat, vibration, and deep massage are no longer recommended as they can make inflammation worse.  Anti-inflammatory medications such as advil are helpful if not medically contraindicated. Choline is the active ingredient in sunflower lecithin and it alone at a dose of 550 mg daily can help persistent clogs. Call an IBCLC if you can not remove any milk at all or are experiencing redness or warmth on the breast or a fever. These are signs of an infection.",https://www.bfmed.org/assets/ABM%20Protocol%20%2336.pdf
How long before my baby can roll over ?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-01-26 09:39:26.371721+00:00', 'id': 'qa_pairs/qBIsPUErxnp23VNYPy1f'}","Once your baby can lift their head, they will start to push up on their arms and lift their chest.  This movement strengthens their upper body and prepares them for rolling.  The usual order is that babies will roll from stomach to back first and then from back to stomach, though some do it in reverse and that is perfectly normal.  You can expect them to roll both ways by the end of their 6th month. ",https://www.healthychildren.org/English/ages-stages/baby/Pages/Movement-4-to-7-Months.aspx
How can I help my toddler with being less stressed?,"{'author_id': '4dBCvEXfbGh0LsBXdM0xVVsFJwh1', 'timestamp': '2023-01-31 13:52:22.460318+00:00', 'id': 'qa_pairs/E1ejFwlG5iKugNQOPdCc'}"," Modeling appropriate emotional responses in ourselves is the first step to helping our wee ones deal with the stressors of life.  Little ones look to us as an example of how to act. While moderling good emotional health, teaching your toddler skills to handle their big emotions is key to helping them feel less stressed.  Regulating, relate and reason is a model that can help.  First help them to regulate their emotions by making sure they are safe, helping them name what emotion they are feeling, and staying calm.  Next, relate to them.  Telling them that their emotions are ok and that you understood can help to de-escalate situations.  Finally, when they are regulated and feeling safe, you can try to reason with them by walking them through what happened and what they can do next time.  If you are having a hard time regulating them, the acronym PHALT can be helpful.  Potty, hungry, angry, lonely, and tired are the precursors to meltdowns a lot of the time. ",https://www.healthychildren.org/English/healthy-living/emotional-wellness/Building-Resilience/Pages/why-kids-act-out-tips-to-help-your-child-cope-with-stress.aspx
How do I know if I'm diluted or effaced?,"{'author_id': 'nbKQFwfg8HZd2UaSRY2VrWqjRk93', 'timestamp': '2023-03-21 14:13:16.697971+00:00', 'id': 'qa_pairs/gMOs71qthzVzOwelWL1J'}","The only way to know if you are dilated or effaced is via an internal exam.  Your body will give you a few clues though.  The biggest clue that you are beginning to dilate and efface is losing your mucus plug.  Your mucous plug is formed at the opening of your cervix during pregnancy and as the cervix begins to dilate, it can come away.  Some people notice an increase in discharge, especially if it is pink or tinged with blood (also known as bloody show).  Some people lose the plug all at once, noticing a thick, gelatinous piece upon wiping. Once in heavy labor, a dark line can sometimes be seen on fair skinned people in the crevice of the buttocks when they are fully dilated. ",https://www.acog.org/womens-health/faqs/how-to-tell-when-labor-begins
Does the heartburn indicate that the baby grows hair in the womb?,"{'author_id': 'nbKQFwfg8HZd2UaSRY2VrWqjRk93', 'timestamp': '2023-03-21 22:16:16.227418+00:00', 'id': 'qa_pairs/9CClGf5olpGMlx4qNiMR'}","Once an old wives tale, the idea that increased heartburn means that a baby will be born with hair has some potential merit.  It is not the heartburn that causes the hair to grow though, but an excessive surge of hormones.  This surge causes the lower esophageal sphincter to relax, increasing heartburn.  This same increase in hormones seems to be linked to more hair growth in the baby.  Of course this is only if it is due to hormones.  Heartburn from diet or pre-existing conditions will not have the same effect.  ","https://pubmed.ncbi.nlm.nih.gov/17150070/ , "
